municipi;col;r;c;value;status
Riu de Cerdanya;Comarca;623;1;Cerdanya;
Riu de Cerdanya;Codi;623;2;259139;
Riu de Cerdanya;Altitud (m);623;3;1173;
Riu de Cerdanya;Superfície (km²);623;4;12,34;
Riu de Cerdanya;Població;623;5;96;
Riudarenes;Comarca;624;1;Selva;
Riudarenes;Codi;624;2;171485;
Riudarenes;Altitud (m);624;3;84;
Riudarenes;Superfície (km²);624;4;47,6;
Riudarenes;Població;624;5;2524;
Riudaura;Comarca;625;1;Garrotxa;
Riudaura;Codi;625;2;171498;
Riudaura;Altitud (m);625;3;572;
Riudaura;Superfície (km²);625;4;23,6;
Riudaura;Població;625;5;526;
Riudecanyes;Comarca;626;1;Baix Camp;
Riudecanyes;Codi;626;2;431270;
Riudecanyes;Altitud (m);626;3;195;
Riudecanyes;Superfície (km²);626;4;17,1;
Riudecanyes;Població;626;5;1379;
Riudecols;Comarca;627;1;Baix Camp;
Riudecols;Codi;627;2;431286;
Riudecols;Altitud (m);627;3;299;
Riudecols;Superfície (km²);627;4;19,46;
Riudecols;Població;627;5;1280;
Riudellots de la Selva;Comarca;628;1;Selva;
Riudellots de la Selva;Codi;628;2;171501;
Riudellots de la Selva;Altitud (m);628;3;98;
Riudellots de la Selva;Superfície (km²);628;4;13,13;
Riudellots de la Selva;Població;628;5;2121;
Riudoms;Comarca;629;1;Baix Camp;
Riudoms;Codi;629;2;431299;
Riudoms;Altitud (m);629;3;125;
Riudoms;Superfície (km²);629;4;32,43;
Riudoms;Població;629;5;6927;
Riumors;Comarca;630;1;Alt Empordà;
Riumors;Codi;630;2;171518;
Riumors;Altitud (m);630;3;7;
Riumors;Superfície (km²);630;4;6,54;
Riumors;Població;630;5;258;
Roca del Vallès, la;Comarca;631;1;Vallès Oriental;
Roca del Vallès, la;Codi;631;2;81810;
Roca del Vallès, la;Altitud (m);631;3;123;
Roca del Vallès, la;Superfície (km²);631;4;36,9;
Roca del Vallès, la;Població;631;5;11021;
Rocafort de Queralt;Comarca;632;1;Conca de Barberà;
Rocafort de Queralt;Codi;632;2;431303;
Rocafort de Queralt;Altitud (m);632;3;566;
Rocafort de Queralt;Superfície (km²);632;4;8,47;
Rocafort de Queralt;Població;632;5;246;
Roda de Berà;Comarca;633;1;Tarragonès;
Roda de Berà;Codi;633;2;431310;
Roda de Berà;Altitud (m);633;3;57;
Roda de Berà;Superfície (km²);633;4;16,5;
Roda de Berà;Població;633;5;8240;
Roda de Ter;Comarca;634;1;Osona;
Roda de Ter;Codi;634;2;81831;
Roda de Ter;Altitud (m);634;3;443;
Roda de Ter;Superfície (km²);634;4;2,23;
Roda de Ter;Població;634;5;6948;
Rodonyà;Comarca;635;1;Alt Camp;
Rodonyà;Codi;635;2;431325;
Rodonyà;Altitud (m);635;3;312;
Rodonyà;Superfície (km²);635;4;8,49;
Rodonyà;Població;635;5;518;
Roquetes;Comarca;636;1;Baix Ebre;
Roquetes;Codi;636;2;431331;
Roquetes;Altitud (m);636;3;14;
Roquetes;Superfície (km²);636;4;136,92;
Roquetes;Població;636;5;8606;
Roses;Comarca;637;1;Alt Empordà;
Roses;Codi;637;2;171523;
Roses;Altitud (m);637;3;5;
Roses;Superfície (km²);637;4;45,91;
Roses;Població;637;5;20175;
Rosselló;Comarca;638;1;Segrià;
Rosselló;Codi;638;2;251898;
Rosselló;Altitud (m);638;3;252;
Rosselló;Superfície (km²);638;4;9,92;
Rosselló;Població;638;5;3398;
Rourell, el;Comarca;639;1;Alt Camp;
Rourell, el;Codi;639;2;431346;
Rourell, el;Altitud (m);639;3;114;
Rourell, el;Superfície (km²);639;4;2,32;
Rourell, el;Població;639;5;385;
Rubí;Comarca;640;1;Vallès Occidental;
Rubí;Codi;640;2;81846;
Rubí;Altitud (m);640;3;123;
Rubí;Superfície (km²);640;4;32,3;
Rubí;Població;640;5;82825;
Rubió;Comarca;641;1;Anoia;
Rubió;Codi;641;2;81859;
Rubió;Altitud (m);641;3;629;
Rubió;Superfície (km²);641;4;48;
Rubió;Població;641;5;228;
Rupià;Comarca;642;1;Baix Empordà;
Rupià;Codi;642;2;171539;
Rupià;Altitud (m);642;3;66;
Rupià;Superfície (km²);642;4;5,29;
Rupià;Població;642;5;323;
Rupit i Pruit;Comarca;643;1;Osona;
Rupit i Pruit;Codi;643;2;89019;
Rupit i Pruit;Altitud (m);643;3;822;
Rupit i Pruit;Superfície (km²);643;4;47,81;
Rupit i Pruit;Població;643;5;277;
Sabadell;Comarca;644;1;Vallès Occidental;
Sabadell;Codi;644;2;81878;
Sabadell;Altitud (m);644;3;190;
Sabadell;Superfície (km²);644;4;37,79;
Sabadell;Població;644;5;224589;
Sagàs;Comarca;645;1;Berguedà;
Sagàs;Codi;645;2;81884;
Sagàs;Altitud (m);645;3;738;
Sagàs;Superfície (km²);645;4;44,6;
Sagàs;Població;645;5;153;
Salàs de Pallars;Comarca;646;1;Pallars Jussà;
Salàs de Pallars;Codi;646;2;251902;
Salàs de Pallars;Altitud (m);646;3;573;
Salàs de Pallars;Superfície (km²);646;4;20,27;
Salàs de Pallars;Població;646;5;368;
Saldes;Comarca;647;1;Berguedà;
Saldes;Codi;647;2;81901;
Saldes;Altitud (m);647;3;1215;
Saldes;Superfície (km²);647;4;66,4;
Saldes;Població;647;5;301;
Sales de Llierca;Comarca;648;1;Garrotxa;
Sales de Llierca;Codi;648;2;171544;
Sales de Llierca;Altitud (m);648;3;260;
Sales de Llierca;Superfície (km²);648;4;35,82;
Sales de Llierca;Població;648;5;164;
Sallent;Comarca;649;1;Bages;
Sallent;Codi;649;2;81918;
Sallent;Altitud (m);649;3;278;
Sallent;Superfície (km²);649;4;65,22;
Sallent;Població;649;5;7043;
Salomó;Comarca;650;1;Tarragonès;
Salomó;Codi;650;2;431359;
Salomó;Altitud (m);650;3;165;
Salomó;Superfície (km²);650;4;12,21;
Salomó;Població;650;5;525;
Salou;Comarca;651;1;Tarragonès;
Salou;Codi;651;2;439057;
Salou;Altitud (m);651;3;2;
Salou;Superfície (km²);651;4;15,13;
Salou;Població;651;5;31018;
Salt;Comarca;652;1;Gironès;
Salt;Codi;652;2;171557;
Salt;Altitud (m);652;3;83;
Salt;Superfície (km²);652;4;6,64;
Salt;Població;652;5;34603;
Sanaüja;Comarca;653;1;Segarra;
Sanaüja;Codi;653;2;251919;
Sanaüja;Altitud (m);653;3;409;
Sanaüja;Superfície (km²);653;4;32,99;
Sanaüja;Població;653;5;388;
Sant Adrià de Besòs;Comarca;654;1;Barcelonès;
Sant Adrià de Besòs;Codi;654;2;81944;
Sant Adrià de Besòs;Altitud (m);654;3;14;
Sant Adrià de Besòs;Superfície (km²);654;4;3,82;
Sant Adrià de Besòs;Població;654;5;38980;
Sant Agustí de Lluçanès;Comarca;655;1;Osona;
Sant Agustí de Lluçanès;Codi;655;2;81957;
Sant Agustí de Lluçanès;Altitud (m);655;3;816;
Sant Agustí de Lluçanès;Superfície (km²);655;4;13,26;
Sant Agustí de Lluçanès;Població;655;5;106;
Sant Andreu de la Barca;Comarca;656;1;Baix Llobregat;
Sant Andreu de la Barca;Codi;656;2;81960;
Sant Andreu de la Barca;Altitud (m);656;3;42;
Sant Andreu de la Barca;Superfície (km²);656;4;5,5;
Sant Andreu de la Barca;Població;656;5;27069;
Sant Andreu de Llavaneres;Comarca;657;1;Maresme;
Sant Andreu de Llavaneres;Codi;657;2;81976;
Sant Andreu de Llavaneres;Altitud (m);657;3;114;
Sant Andreu de Llavaneres;Superfície (km²);657;4;11,83;
Sant Andreu de Llavaneres;Població;657;5;11910;
Sant Andreu Salou;Comarca;658;1;Gironès;
Sant Andreu Salou;Codi;658;2;171576;
Sant Andreu Salou;Altitud (m);658;3;132;
Sant Andreu Salou;Superfície (km²);658;4;5,96;
Sant Andreu Salou;Població;658;5;163;
Sant Aniol de Finestres;Comarca;659;1;Garrotxa;
Sant Aniol de Finestres;Codi;659;2;171833;
Sant Aniol de Finestres;Altitud (m);659;3;289;
Sant Aniol de Finestres;Superfície (km²);659;4;47,73;
Sant Aniol de Finestres;Població;659;5;381;
Sant Antoni de Vilamajor;Comarca;660;1;Vallès Oriental;
Sant Antoni de Vilamajor;Codi;660;2;81982;
Sant Antoni de Vilamajor;Altitud (m);660;3;258;
Sant Antoni de Vilamajor;Superfície (km²);660;4;13,7;
Sant Antoni de Vilamajor;Població;660;5;6722;
Sant Bartomeu del Grau;Comarca;661;1;Osona;
Sant Bartomeu del Grau;Codi;661;2;81995;
Sant Bartomeu del Grau;Altitud (m);661;3;868;
Sant Bartomeu del Grau;Superfície (km²);661;4;34,4;
Sant Bartomeu del Grau;Població;661;5;931;
Sant Boi de Llobregat;Comarca;662;1;Baix Llobregat;
Sant Boi de Llobregat;Codi;662;2;82009;
Sant Boi de Llobregat;Altitud (m);662;3;30;
Sant Boi de Llobregat;Superfície (km²);662;4;21,47;
Sant Boi de Llobregat;Població;662;5;85317;
Sant Boi de Lluçanès;Comarca;663;1;Osona;
Sant Boi de Lluçanès;Codi;663;2;82016;
Sant Boi de Lluçanès;Altitud (m);663;3;813;
Sant Boi de Lluçanès;Superfície (km²);663;4;19,48;
Sant Boi de Lluçanès;Població;663;5;600;
Sant Cebrià de Vallalta;Comarca;664;1;Maresme;
Sant Cebrià de Vallalta;Codi;664;2;82037;
Sant Cebrià de Vallalta;Altitud (m);664;3;71;
Sant Cebrià de Vallalta;Superfície (km²);664;4;15,8;
Sant Cebrià de Vallalta;Població;664;5;3855;
Sant Celoni;Comarca;665;1;Vallès Oriental;
Sant Celoni;Codi;665;2;82021;
Sant Celoni;Altitud (m);665;3;152;
Sant Celoni;Superfície (km²);665;4;65,23;
Sant Celoni;Població;665;5;18916;
Sant Climent de Llobregat;Comarca;666;1;Baix Llobregat;
Sant Climent de Llobregat;Codi;666;2;82042;
Sant Climent de Llobregat;Altitud (m);666;3;87;
Sant Climent de Llobregat;Superfície (km²);666;4;10,81;
Sant Climent de Llobregat;Població;666;5;4187;
Sant Climent Sescebes;Comarca;667;1;Alt Empordà;
Sant Climent Sescebes;Codi;667;2;171582;
Sant Climent Sescebes;Altitud (m);667;3;86;
Sant Climent Sescebes;Superfície (km²);667;4;24,37;
Sant Climent Sescebes;Població;667;5;691;
Sant Cugat del Vallès;Comarca;668;1;Vallès Occidental;
Sant Cugat del Vallès;Codi;668;2;82055;
Sant Cugat del Vallès;Altitud (m);668;3;124;
Sant Cugat del Vallès;Superfície (km²);668;4;48,23;
Sant Cugat del Vallès;Població;668;5;97959;
Sant Cugat Sesgarrigues;Comarca;669;1;Alt Penedès;
Sant Cugat Sesgarrigues;Codi;669;2;82068;
Sant Cugat Sesgarrigues;Altitud (m);669;3;266;
Sant Cugat Sesgarrigues;Superfície (km²);669;4;6,24;
Sant Cugat Sesgarrigues;Població;669;5;1037;
Sant Esteve de la Sarga;Comarca;670;1;Pallars Jussà;
Sant Esteve de la Sarga;Codi;670;2;251961;
Sant Esteve de la Sarga;Altitud (m);670;3;875;
Sant Esteve de la Sarga;Superfície (km²);670;4;92,87;
Sant Esteve de la Sarga;Població;670;5;118;
Sant Esteve de Palautordera;Comarca;671;1;Vallès Oriental;
Sant Esteve de Palautordera;Codi;671;2;82074;
Sant Esteve de Palautordera;Altitud (m);671;3;231;
Sant Esteve de Palautordera;Superfície (km²);671;4;10,64;
Sant Esteve de Palautordera;Població;671;5;3099;
Sant Esteve Sesrovires;Comarca;672;1;Baix Llobregat;
Sant Esteve Sesrovires;Codi;672;2;82080;
Sant Esteve Sesrovires;Altitud (m);672;3;183;
Sant Esteve Sesrovires;Superfície (km²);672;4;18,56;
Sant Esteve Sesrovires;Població;672;5;8112;
Sant Feliu de Buixalleu;Comarca;673;1;Selva;
Sant Feliu de Buixalleu;Codi;673;2;171595;
Sant Feliu de Buixalleu;Altitud (m);673;3;402;
Sant Feliu de Buixalleu;Superfície (km²);673;4;61,94;
Sant Feliu de Buixalleu;Població;673;5;883;
Sant Feliu de Codines;Comarca;674;1;Vallès Oriental;
Sant Feliu de Codines;Codi;674;2;82107;
Sant Feliu de Codines;Altitud (m);674;3;480;
Sant Feliu de Codines;Superfície (km²);674;4;15;
Sant Feliu de Codines;Població;674;5;6821;
Sant Feliu de Guíxols;Comarca;675;1;Baix Empordà;
Sant Feliu de Guíxols;Codi;675;2;171609;
Sant Feliu de Guíxols;Altitud (m);675;3;4;
Sant Feliu de Guíxols;Superfície (km²);675;4;16,23;
Sant Feliu de Guíxols;Població;675;5;23060;
Sant Feliu de Llobregat;Comarca;676;1;Baix Llobregat;
Sant Feliu de Llobregat;Codi;676;2;82114;
Sant Feliu de Llobregat;Altitud (m);676;3;25;
Sant Feliu de Llobregat;Superfície (km²);676;4;11,82;
Sant Feliu de Llobregat;Població;676;5;46688;
Sant Feliu de Pallerols;Comarca;677;1;Garrotxa;
Sant Feliu de Pallerols;Codi;677;2;171616;
Sant Feliu de Pallerols;Altitud (m);677;3;473;
Sant Feliu de Pallerols;Superfície (km²);677;4;34,86;
Sant Feliu de Pallerols;Població;677;5;1658;
Sant Feliu Sasserra;Comarca;678;1;Bages;
Sant Feliu Sasserra;Codi;678;2;82129;
Sant Feliu Sasserra;Altitud (m);678;3;617;
Sant Feliu Sasserra;Superfície (km²);678;4;22,36;
Sant Feliu Sasserra;Població;678;5;634;
Sant Ferriol;Comarca;679;1;Garrotxa;
Sant Ferriol;Codi;679;2;171621;
Sant Ferriol;Altitud (m);679;3;146;
Sant Ferriol;Superfície (km²);679;4;42,24;
Sant Ferriol;Població;679;5;248;
Sant Fost de Campsentelles;Comarca;680;1;Vallès Oriental;
Sant Fost de Campsentelles;Codi;680;2;82093;
Sant Fost de Campsentelles;Altitud (m);680;3;112;
Sant Fost de Campsentelles;Superfície (km²);680;4;13,15;
Sant Fost de Campsentelles;Població;680;5;9400;
Sant Fruitós de Bages;Comarca;681;1;Bages;
Sant Fruitós de Bages;Codi;681;2;82135;
Sant Fruitós de Bages;Altitud (m);681;3;247;
Sant Fruitós de Bages;Superfície (km²);681;4;22,29;
Sant Fruitós de Bages;Població;681;5;9324;
Sant Gregori;Comarca;682;1;Gironès;
Sant Gregori;Codi;682;2;171637;
Sant Gregori;Altitud (m);682;3;112;
Sant Gregori;Superfície (km²);682;4;49,17;
Sant Gregori;Població;682;5;4187;
Sant Guim de Freixenet;Comarca;683;1;Segarra;
Sant Guim de Freixenet;Codi;683;2;251924;
Sant Guim de Freixenet;Altitud (m);683;3;738;
Sant Guim de Freixenet;Superfície (km²);683;4;25,1;
Sant Guim de Freixenet;Població;683;5;1233;
Sant Guim de la Plana;Comarca;684;1;Segarra;
Sant Guim de la Plana;Codi;684;2;251977;
Sant Guim de la Plana;Altitud (m);684;3;556;
Sant Guim de la Plana;Superfície (km²);684;4;12,45;
Sant Guim de la Plana;Població;684;5;192;
Sant Hilari Sacalm;Comarca;685;1;Selva;
Sant Hilari Sacalm;Codi;685;2;171642;
Sant Hilari Sacalm;Altitud (m);685;3;803;
Sant Hilari Sacalm;Superfície (km²);685;4;83,28;
Sant Hilari Sacalm;Població;685;5;6071;
Sant Hipòlit de Voltregà;Comarca;686;1;Osona;
Sant Hipòlit de Voltregà;Codi;686;2;82153;
Sant Hipòlit de Voltregà;Altitud (m);686;3;536;
Sant Hipòlit de Voltregà;Superfície (km²);686;4;0,92;
Sant Hipòlit de Voltregà;Població;686;5;3649;
Sant Iscle de Vallalta;Comarca;687;1;Maresme;
Sant Iscle de Vallalta;Codi;687;2;81939;
Sant Iscle de Vallalta;Altitud (m);687;3;129;
Sant Iscle de Vallalta;Superfície (km²);687;4;17,77;
Sant Iscle de Vallalta;Població;687;5;1482;
Sant Jaume d'Enveja;Comarca;688;1;Montsià;
Sant Jaume d'Enveja;Codi;688;2;439023;
Sant Jaume d'Enveja;Altitud (m);688;3;7;
Sant Jaume d'Enveja;Superfície (km²);688;4;60,79;
Sant Jaume d'Enveja;Població;688;5;3759;
Sant Jaume de Frontanyà;Comarca;689;1;Berguedà;
Sant Jaume de Frontanyà;Codi;689;2;82166;
Sant Jaume de Frontanyà;Altitud (m);689;3;1072;
Sant Jaume de Frontanyà;Superfície (km²);689;4;21,26;
Sant Jaume de Frontanyà;Població;689;5;25;
Sant Jaume de Llierca;Comarca;690;1;Garrotxa;
Sant Jaume de Llierca;Codi;690;2;171655;
Sant Jaume de Llierca;Altitud (m);690;3;203;
Sant Jaume de Llierca;Superfície (km²);690;4;6,75;
Sant Jaume de Llierca;Població;690;5;861;
Sant Jaume dels Domenys;Comarca;691;1;Baix Penedès;
Sant Jaume dels Domenys;Codi;691;2;431378;
Sant Jaume dels Domenys;Altitud (m);691;3;213;
Sant Jaume dels Domenys;Superfície (km²);691;4;24,45;
Sant Jaume dels Domenys;Població;691;5;2819;
Sant Joan de les Abadesses;Comarca;692;1;Ripollès;
Sant Joan de les Abadesses;Codi;692;2;171674;
Sant Joan de les Abadesses;Altitud (m);692;3;773;
Sant Joan de les Abadesses;Superfície (km²);692;4;53,67;
Sant Joan de les Abadesses;Població;692;5;3393;
Sant Joan de Mollet;Comarca;693;1;Gironès;
Sant Joan de Mollet;Codi;693;2;171680;
Sant Joan de Mollet;Altitud (m);693;3;54;
Sant Joan de Mollet;Superfície (km²);693;4;3,15;
Sant Joan de Mollet;Població;693;5;536;
Sant Joan de Vilatorrada;Comarca;694;1;Bages;
Sant Joan de Vilatorrada;Codi;694;2;82188;
Sant Joan de Vilatorrada;Altitud (m);694;3;277;
Sant Joan de Vilatorrada;Superfície (km²);694;4;16,43;
Sant Joan de Vilatorrada;Població;694;5;11109;
Sant Joan Despí;Comarca;695;1;Baix Llobregat;
Sant Joan Despí;Codi;695;2;82172;
Sant Joan Despí;Altitud (m);695;3;10;
Sant Joan Despí;Superfície (km²);695;4;6,17;
Sant Joan Despí;Població;695;5;35811;
Sant Joan les Fonts;Comarca;696;1;Garrotxa;
Sant Joan les Fonts;Codi;696;2;171851;
Sant Joan les Fonts;Altitud (m);696;3;342;
Sant Joan les Fonts;Superfície (km²);696;4;31,94;
Sant Joan les Fonts;Població;696;5;3159;
Sant Jordi Desvalls;Comarca;697;1;Gironès;
Sant Jordi Desvalls;Codi;697;2;171668;
Sant Jordi Desvalls;Altitud (m);697;3;57;
Sant Jordi Desvalls;Superfície (km²);697;4;11,72;
Sant Jordi Desvalls;Població;697;5;881;
Sant Julià de Cerdanyola;Comarca;698;1;Berguedà;
Sant Julià de Cerdanyola;Codi;698;2;89030;
Sant Julià de Cerdanyola;Altitud (m);698;3;954;
Sant Julià de Cerdanyola;Superfície (km²);698;4;11,79;
Sant Julià de Cerdanyola;Població;698;5;234;
Sant Julià de Ramis;Comarca;699;1;Gironès;
Sant Julià de Ramis;Codi;699;2;171693;
Sant Julià de Ramis;Altitud (m);699;3;128;
Sant Julià de Ramis;Superfície (km²);699;4;18,8;
Sant Julià de Ramis;Població;699;5;3702;
Sant Julià de Vilatorta;Comarca;700;1;Osona;
Sant Julià de Vilatorta;Codi;700;2;82205;
Sant Julià de Vilatorta;Altitud (m);700;3;600;
Sant Julià de Vilatorta;Superfície (km²);700;4;15,94;
Sant Julià de Vilatorta;Població;700;5;3336;
Sant Julià del Llor i Bonmatí;Comarca;701;1;Selva;
Sant Julià del Llor i Bonmatí;Codi;701;2;179032;
Sant Julià del Llor i Bonmatí;Altitud (m);701;3;160;
Sant Julià del Llor i Bonmatí;Superfície (km²);701;4;9,73;
Sant Julià del Llor i Bonmatí;Població;701;5;1462;
Sant Just Desvern;Comarca;702;1;Baix Llobregat;
Sant Just Desvern;Codi;702;2;82212;
Sant Just Desvern;Altitud (m);702;3;122;
Sant Just Desvern;Superfície (km²);702;4;7,81;
Sant Just Desvern;Població;702;5;21045;
Sant Llorenç d'Hortons;Comarca;703;1;Alt Penedès;
Sant Llorenç d'Hortons;Codi;703;2;82227;
Sant Llorenç d'Hortons;Altitud (m);703;3;196;
Sant Llorenç d'Hortons;Superfície (km²);703;4;19,72;
Sant Llorenç d'Hortons;Població;703;5;2621;
Sant Llorenç de la Muga;Comarca;704;1;Alt Empordà;
Sant Llorenç de la Muga;Codi;704;2;171714;
Sant Llorenç de la Muga;Altitud (m);704;3;173;
Sant Llorenç de la Muga;Superfície (km²);704;4;31,84;
Sant Llorenç de la Muga;Població;704;5;247;
Sant Llorenç de Morunys;Comarca;705;1;Solsonès;
Sant Llorenç de Morunys;Codi;705;2;251930;
Sant Llorenç de Morunys;Altitud (m);705;3;925;
Sant Llorenç de Morunys;Superfície (km²);705;4;4,34;
Sant Llorenç de Morunys;Població;705;5;982;
Sant Llorenç Savall;Comarca;706;1;Vallès Occidental;
Sant Llorenç Savall;Codi;706;2;82233;
Sant Llorenç Savall;Altitud (m);706;3;466;
Sant Llorenç Savall;Superfície (km²);706;4;41,11;
Sant Llorenç Savall;Població;706;5;2591;
Sant Martí d'Albars;Comarca;707;1;Lluçanès;
Sant Martí d'Albars;Codi;707;2;82251;
Sant Martí d'Albars;Altitud (m);707;3;629;
Sant Martí d'Albars;Superfície (km²);707;4;14,73;
Sant Martí d'Albars;Població;707;5;135;
Sant Martí de Centelles;Comarca;708;1;Osona;
Sant Martí de Centelles;Codi;708;2;82248;
Sant Martí de Centelles;Altitud (m);708;3;404;
Sant Martí de Centelles;Superfície (km²);708;4;25,55;
Sant Martí de Centelles;Població;708;5;1261;
Sant Martí de Llémena;Comarca;709;1;Gironès;
Sant Martí de Llémena;Codi;709;2;171729;
Sant Martí de Llémena;Altitud (m);709;3;256;
Sant Martí de Llémena;Superfície (km²);709;4;43,13;
Sant Martí de Llémena;Població;709;5;727;
Sant Martí de Riucorb;Comarca;710;1;Urgell;
Sant Martí de Riucorb;Codi;710;2;259025;
Sant Martí de Riucorb;Altitud (m);710;3;409;
Sant Martí de Riucorb;Superfície (km²);710;4;34,9;
Sant Martí de Riucorb;Població;710;5;675;
Sant Martí de Tous;Comarca;711;1;Anoia;
Sant Martí de Tous;Codi;711;2;82264;
Sant Martí de Tous;Altitud (m);711;3;465;
Sant Martí de Tous;Superfície (km²);711;4;39,21;
Sant Martí de Tous;Població;711;5;1269;
Sant Martí Sarroca;Comarca;712;1;Alt Penedès;
Sant Martí Sarroca;Codi;712;2;82270;
Sant Martí Sarroca;Altitud (m);712;3;291;
Sant Martí Sarroca;Superfície (km²);712;4;35,27;
Sant Martí Sarroca;Població;712;5;3476;
Sant Martí Sesgueioles;Comarca;713;1;Anoia;
Sant Martí Sesgueioles;Codi;713;2;82286;
Sant Martí Sesgueioles;Altitud (m);713;3;646;
Sant Martí Sesgueioles;Superfície (km²);713;4;3,87;
Sant Martí Sesgueioles;Població;713;5;353;
Sant Martí Vell;Comarca;714;1;Gironès;
Sant Martí Vell;Codi;714;2;171735;
Sant Martí Vell;Altitud (m);714;3;65;
Sant Martí Vell;Superfície (km²);714;4;17,52;
Sant Martí Vell;Població;714;5;270;
Sant Mateu de Bages;Comarca;715;1;Bages;
Sant Mateu de Bages;Codi;715;2;82299;
Sant Mateu de Bages;Altitud (m);715;3;569;
Sant Mateu de Bages;Superfície (km²);715;4;102,92;
Sant Mateu de Bages;Població;715;5;640;
Sant Miquel de Campmajor;Comarca;716;1;Pla de l'Estany;
Sant Miquel de Campmajor;Codi;716;2;171740;
Sant Miquel de Campmajor;Altitud (m);716;3;217;
Sant Miquel de Campmajor;Superfície (km²);716;4;33,22;
Sant Miquel de Campmajor;Població;716;5;257;
Sant Miquel de Fluvià;Comarca;717;1;Alt Empordà;
